"","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1438","6","Ian Cushenan","1933-11-29","2020-02-05","86","1957","1964","D","129","3","11","14","-13","132","","","","","",""
"1439","7","Herb Dickenson","1931-06-11","2019-11-12","88","1952","1953","W","48","18","17","35","","10","","","","","",""
"1440","8","George Ferguson","1952-08-22","2019-12-16","67","1973","1984","C","797","160","238","398","-46","431","","","","","",""
"1441","9","Brian Glennie","1946-08-29","2020-02-07","73","1970","1979","D","572","14","100","114","65","621","","","","","",""
"1442","10","Danny Grant","1946-02-21","2019-10-14","73","1966","1979","RW","736","263","273","536","-56","239","","","","","",""
"1443","11","Terry Gray","1938-03-21","2020-01-02","81","1962","1970","RW","147","26","28","54","-31","62","","","","","",""
"1444","12","Ted Green","1940-03-23","2019-10-13","79","1961","1972","D","621","48","206","254","-47","1029","","","","","",""
"1445","13","Larry Hale","1941-10-09","2019-09-27","77","1969","1972","D","196","5","37","42","-42","90","","","","","",""
"1446","14","Ray Hannigan","1927-07-14","2020-07-18","93","1949","1949","RW","3","0","0","0","","2","","","","","",""
"1447","15","Jim Hargreaves","1950-05-02","2020-06-30","70","1971","1973","D","66","1","7","8","-34","105","","","","","",""
"1448","16","Dale Hawerchuk","1963-04-04","2020-08-18","57","1982","1997","C","1188","518","891","1409","-98","740","","","","","",""
"1449","17","Gord Haworth","1932-02-20","2019-09-04","87","1953","1953","C","2","0","1","1","","0","","","","","",""
"1450","18","Floyd Hillman","1933-11-19","2020-05-26","86","1957","1957","D","6","0","0","0","","10","","","","","",""
"1451","19","Bronco Horvath","1930-03-12","2019-12-17","89","1956","1968","C","434","141","185","326","-37","313","","","","","",""
"1452","20","Ralph Klassen","1955-09-15","2020-08-03","64","1976","1984","C","497","52","93","145","-132","120","","","","","",""
"1453","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1454","21","Scot Kleinendorst","1960-01-16","2019-12-17","59","1983","1990","D","281","12","46","58","-12","452","","","","","",""
"1455","22","Phil Maloney","1927-10-06","2020-02-21","92","1950","1960","C","159","28","43","71","1","12","","","","","",""
"1456","23","Jim McBurney","1933-06-03","2019-11-12","86","1953","1953","LW","1","0","1","1","","0","","","","","",""
"1457","24","Bill McCreary","1934-12-02","2019-11-25","84","1954","1971","LW","309","53","62","115","19","106","","","","","",""
"1458","25","Jack McIlhargey","1952-03-07","2020-07-19","68","1975","1982","D","393","11","36","47","-52","1102","","","","","",""
"1459","26","Cliff Pennington","1940-04-18","2020-05-26","80","1961","1963","C","102","17","42","59","-44","6","","","","","",""
"1460","27","Tom Polanic","1943-04-02","2019-09-22","76","1970","1971","D","19","0","2","2","-4","53","","","","","",""
"1461","28","Dan Poliziani","1935-01-08","2019-11-30","84","1959","1959","RW","1","0","0","0","","0","","","","","",""
"1462","29","Larry Popein","1930-08-11","2020-02-07","89","1955","1968","C","449","80","141","221","-19","162","","","","","",""
"1463","30","Dean Prentice","1932-10-05","2019-11-03","87","1953","1974","LW","1378","391","469","860","-82","487","","","","","",""
"1464","31","Henri Richard","1936-02-29","2020-03-06","84","1956","1975","C","1258","358","688","1046","243","932","","","","","",""
"1465","32","Paul Ronty","1928-06-12","2020-04-22","91","1948","1955","C","488","101","211","312","","103","","","","","",""
"1466","33","Eddie Shack","1937-02-11","2020-07-25","83","1959","1975","LW","1047","239","226","465","-111","1431","","","","","",""
"1467","34","Ed Stankiewicz","1929-12-01","2019-09-12","89","1954","1956","C","6","0","0","0","","2","","","","","",""
"1468","35","Pat Stapleton","1940-07-04","2020-04-09","79","1962","1973","D","635","43","294","337","132","351","","","","","",""
"1469","36","Alexei Tezikov","1978-06-22","2020-07-16","42","1999","2002","D","30","1","1","2","-1","2","","","","","",""
"1470","37","Vladimir Tsyplakov","1969-04-18","2019-12-14","50","1996","2001","LW","331","69","101","170","42","90","","","","","",""
"1471","38","Tom Webster","1948-10-04","2020-04-10","71","1969","1980","RW","102","33","42","75","-52","61","","","","","",""
"1472","1","Gerry Abel","1944-12-25","2021-07-02","76","1967","1967","LW","1","0","0","0","0","0","","","","","",""
"1473","2","George Armstrong","1930-07-06","2021-01-24","90","1950","1971","RW","1188","296","417","713","101","726","","","","","",""
"1474","3","Frank Ashworth","1927-10-16","2021-07-30","93","1947","1947","C","18","5","4","9","","2","","","","","",""
"1475","4","Ralph Backstrom","1937-09-18","2021-02-07","83","1957","1973","C","1032","278","361","639","71","389","","","","","",""
"1476","5","Jim Bartlett","1932-05-27","2021-08-27","89","1955","1961","LW","191","34","23","57","-23","273","","","","","",""
"1477","6","Gord Brooks","1950-09-11","2020-10-01","70","1972","1975","RW","70","7","18","25","-19","37","","","","","",""
"1478","7","Hugh Coflin","1928-12-15","2021-04-30","92","1951","1951","D","31","0","3","3","","33","","","","","",""
"1479","8","Ray Cullen","1941-09-20","2021-03-14","79","1966","1971","C","313","92","123","215","-83","120","","","","","",""
"1480","9","Don Dietrich","1961-04-05","2021-02-16","59","1984","1986","D","28","0","7","7","-9","10","","","","","",""
"1481","10","Tony Esposito","1943-04-23","2021-08-10","78","1969","1984","G","886","0","25","25","0","31","886","423","306","152",".906","2.93"
"1482","11","Rob Flockhart","1956-02-06","2021-01-02","64","1977","1981","LW","55","2","5","7","-22","14","","","","","",""
"1483","12","Miroslav FryÄer","1959-09-27","2021-04-27","61","1982","1989","RW","415","147","183","330","-83","486","","","","","",""
"1484","13","Rod Gilbert","1941-07-01","2021-08-22","80","1961","1978","RW","1065","406","615","1021","38","510","","","","","",""
"1485","14","Howie Glover","1935-02-14","2021-06-15","86","1959","1969","RW","144","29","17","46","-25","101","","","","","",""
"1486","15","Joe Hardy","1945-12-05","2021-02-19","75","1970","1971","C","63","9","14","23","-22","51","","","","","",""
"1487","16","Jimmy Hayes","1989-11-21","2021-08-23","31","2012","2018","RW","334","54","55","109","-29","149","","","","","",""
"1488","17","Ron Hutchinson","1936-10-24","2021-07-10","84","1961","1961","C","9","0","0","0","-2","0","","","","","",""
"1489","18","Gary Inness","1949-05-28","2021-02-24","71","1974","1981","G","162","0","5","5","0","12","162","58","61","27",".892","3.41"
"1490","19","Jim Johnson","1942-11-07","2021-05-04","78","1965","1972","C","302","75","111","186","-41","73","","","","","",""
"1491","20","Matiss Kivlenieks","1996-08-26","2021-07-04","24","2020","2021","G","8","0","0","0","","0","8","2","2","2",".899","3.09"
"1492","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1493","21","Tom Kurvers","1962-09-14","2021-06-21","58","1985","1995","D","659","93","328","421","-38","350","","","","","",""
"1494","22","Albert Langlois","1934-11-06","2020-09-19","85","1958","1966","D","498","21","91","112","47","484","","","","","",""
"1495","23","Odie Lowe","1928-04-15","2021-06-29","93","1950","1950","C","3","1","1","2","","0","","","","","",""
"1496","24","Gilles Lupien","1954-04-20","2021-05-18","67","1978","1982","D","226","5","25","30","42","416","","","","","",""
"1497","25","Howie Meeker","1923-11-04","2020-11-08","97","1947","1954","RW","346","83","102","185","","329","","","","","",""
"1498","26","Bob Miller","1956-09-28","2020-10-01","64","1978","1985","C","404","75","119","194","-16","220","","","","","",""
"1499","27","Jim Neilson","1940-11-28","2020-11-05","79","1963","1978","D","1024","69","299","368","-50","901","","","","","",""
"1500","28","Bob Nevin","1938-03-18","2020-09-21","82","1958","1976","RW","1128","307","419","726","125","215","","","","","",""
"1501","29","Lou Nistico","1953-01-25","2020-11-27","67","1978","1978","C","3","0","0","0","0","6","","","","","",""
"1502","30","Clayton Pachal","1956-04-21","2021-02-07","64","1977","1979","C/LW","35","2","3","5","-12","95","","","","","",""
"1503","31","Mark Pavelich","1958-02-28","2021-03-05","63","1982","1992","C","355","137","192","329","55","340","","","","","",""
"1504","32","Johnny Peirson","1925-07-21","2021-04-16","95","1947","1958","RW","544","153","173","326","","309","","","","","",""
"1505","33","Bob Plager","1943-03-11","2021-03-24","78","1965","1978","D","645","20","126","146","18","800","","","","","",""
"1506","34","Dave Reid","1934-01-11","2021-07-23","87","1953","1956","C","7","0","0","0","","0","","","","","",""
"1507","35","RenÃ© Robert","1948-12-31","2021-06-23","72","1971","1982","RW","744","284","418","702","-5","597","","","","","",""
"1508","36","George Robertson","1928-05-11","2021-01-09","92","1948","1949","LW/C","31","2","5","7","","6","","","","","",""
"1509","37","Fred Sasakamoose","1933-12-25","2020-11-24","86","1954","1954","C","11","0","0","0","","6","","","","","",""
"1510","38","Ken Schinkel","1932-11-27","2020-11-20","87","1960","1973","RW","636","127","198","325","-170","163","","","","","",""
"1511","39","Bobby Schmautz","1945-03-28","2021-03-28","76","1968","1981","RW","764","271","286","557","37","988","","","","","",""
"1512","40","Bryan Watson","1942-11-14","2021-07-08","78","1964","1979","D","877","17","135","152","-106","2214","","","","","",""
"1513","1","John Aiken","1932-01-01","2021-11-02","89","1958","1958","G","1","0","0","0","","0","1","0","1","0",".667","10.67"
"1514","2","Lou Angotti","1938-01-16","2021-09-16","83","1965","1974","C/RW","653","103","186","289","-28","220","","","","","",""
"1515","3","Joel Baillargeon","1964-10-06","2022-08-26","57","1987","1989","LW","20","0","2","2","-6","31","","","","","",""
"1516","4","Leo Boivin","1931-08-02","2021-10-16","90","1952","1970","D","1150","72","250","322","-212","1196","","","","","",""
"1517","5","Mike Bossy","1957-01-22","2022-04-15","65","1978","1987","RW","752","573","553","1126","380","210","","","","","",""
"1518","6","Randy Boyd","1962-01-23","2022-01-20","59","1982","1989","D","257","20","67","87","-45","328","","","","","",""
"1519","7","Lyle Bradley","1943-07-31","2022-08-12","79","1974","1977","C/RW","6","1","0","1","-2","2","","","","","",""
"1520","8","Ken Brown","1948-12-19","2022-07-22","73","1971","1971","G","1","0","0","0","0","0","1","0","0","0",".929","3.37"
"1521","9","Garrett Burnett","1975-09-23","2022-04-11","46","2004","2004","LW","39","1","2","3","0","184","","","","","",""
"1522","10","Charlie Burns","1936-02-14","2021-11-05","85","1959","1973","C","749","106","198","304","-81","256","","","","","",""
"1523","11","Terry Caffery","1949-04-01","2022-08-03","73","1970","1971","C","14","0","0","0","-2","0","","","","","",""
"1524","12","Tom Colley","1953-08-21","2021-11-17","68","1975","1975","C","1","0","0","0","-3","2","","","","","",""
"1525","13","Jack Egers","1949-01-28","2021-09-10","72","1970","1976","RW","284","64","69","133","0","154","","","","","",""
"1526","14","Tony Featherstone","1949-07-31","2021-10-30","72","1970","1974","RW","130","17","21","38","-21","65","","","","","",""
"1527","15","Gerry Foley","1932-09-22","2021-12-08","89","1955","1969","RW","142","9","14","23","-1","95","","","","","",""
"1528","16","Emile Francis","1926-09-13","2022-02-19","95","1947","1952","G","95","0","0","0","","6","95","32","52","10","","3.75"
"1529","17","Jean-Guy Gendron","1934-08-30","2022-06-30","87","1956","1972","LW","864","182","201","383","-68","695","","","","","",""
"1530","18","Clark Gillies","1954-04-07","2022-01-21","67","1975","1988","LW","958","319","378","697","245","1025","","","","","",""
"1531","19","Jack Gordon","1928-03-03","2022-06-27","94","1949","1951","C","36","3","10","13","","0","","","","","",""
"1532","20","Gerry Goyer","1936-10-20","2022-03-10","85","1968","1968","C","40","1","2","3","-18","4","","","","","",""
"1533","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1534","21","Harrison Gray","1941-09-05","2022-08-19","80","1964","1964","G","1","0","0","0","","0","1","0","1","0",".839","7.50"
"1535","22","Neil Hawryliw","1955-11-09","2021-10-03","65","1982","1982","RW","1","0","0","0","0","0","","","","","",""
"1536","23","Peter Hayek","1957-11-16","2021-12-03","64","1982","1982","D","1","0","0","0","-1","0","","","","","",""
"1537","24","Larry Hillman","1937-02-05","2022-06-03","85","1955","1973","D","789","36","196","232","-15","565","","","","","",""
"1538","25","Larry Jeffrey","1940-10-12","2022-07-18","81","1962","1969","LW","368","39","62","101","-40","293","","","","","",""
"1539","26","Gord Kannegiesser","1945-12-21","2022-03-01","76","1968","1972","D","23","0","1","1","-4","15","","","","","",""
"1540","27","Julian Klymkiw","1933-07-16","2022-08-10","89","1959","1959","G","1","0","0","0","","0","1","0","0","0",".778","6.37"
"1541","28","Paul Knox","1933-11-23","2022-08-24","88","1955","1955","RW","1","0","0","0","","0","","","","","",""
"1542","29","Guy Lafleur","1951-09-20","2022-04-22","70","1972","1991","RW","1126","560","793","1353","446","399","","","","","",""
"1543","30","Bryan Marchment","1969-05-01","2022-07-06","53","1989","2006","D","926","40","142","182","31","2307","","","","","",""
"1544","31","Tom McCarthy","1960-07-31","2022-04-13","61","1980","1988","LW","460","178","221","399","52","330","","","","","",""
"1545","32","Robbie Moore","1954-05-03","2022-01-07","67","1979","1983","G","6","0","1","1","0","0","6","3","1","1",".922","1.87"
"1546","33","Eric Nesterenko","1933-10-31","2022-06-06","88","1952","1972","RW","1219","250","324","574","49","1275","","","","","",""
"1547","34","Mike Nykoluk","1934-12-11","2022-01-31","87","1957","1957","RW","32","3","1","4","","20","","","","","",""
"1548","35","Jim Pappin","1939-09-10","2022-06-29","82","1964","1977","RW","767","278","295","573","104","667","","","","","",""
"1549","36","Fern Perreault","1927-03-31","2021-09-13","94","1948","1950","LW","3","0","0","0","","0","","","","","",""
"1550","37","Jean Potvin","1949-03-25","2022-03-15","72","1971","1981","D","613","63","224","287","-61","478","","","","","",""
"1551","38","Curt Ridley","1951-09-23","2021-12-19","70","1975","1981","G","104","0","1","1","0","17","104","27","47","16",".872","3.88"
"1552","39","Phil Samis","1927-12-28","2022-01-11","94","1950","1950","D","2","0","0","0","","0","","","","","",""
"1553","40","Ron Serafini","1953-10-31","2021-10-30","67","1974","1974","D","2","0","0","0","-2","2","","","","","",""
"1554","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1555","41","Sean Shanahan","1951-02-08","2022-05-15","71","1976","1978","C/RW","40","1","3","4","-14","47","","","","","",""
"1556","42","Fred Stanfield","1944-05-04","2021-09-13","77","1965","1978","C/W","914","211","405","616","50","134","","","","","",""
"1557","43","Greg Tebbutt","1957-05-11","2021-12-17","64","1980","1984","D","26","0","3","3","-27","35","","","","","",""
"1558","44","Orval Tessier","1933-06-30","2022-08-25","89","1955","1961","C","59","5","7","12","-3","6","","","","","",""
"1559","45","Jim Wiley","1950-04-28","2021-12-26","71","1973","1977","C","63","4","10","14","-17","8","","","","","",""
"1560","46","Rod Zaine","1946-05-18","2022-07-07","76","1971","1972","C","61","10","6","16","-22","25","","","","","",""
