Player,Pos,DOB,Total Fights,GP,G,A,P,PIM,PIM/GP,TOI/GP,PIM/TOI%,Pen Drawn,Pen Taken,Net Pen,Pen Drawn/60,Pen Taken/60,Net Pen/60,Minor,Major,Match,Msct,G Msct,S/C,Pos,DOB,DOB Year,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,1st Season Corrected,HOF,GP,G,A,P
Ivan Provorov,D,1997-01-13,0,434,55,124,179,160,0:22,24:14,1.5,61,74,-13,0.35,0.42,-0.07,73,0,0,1,0,L,D,1997-01-13,1997,Yaroslavl,--,RUS,RUS,73,201,2015,1,7,20162017,2016,N,434,55,124,179
Denis Malgin,C,1997-01-18,0,192,28,32,60,42,0:13,12:32,1.8,42,21,21,1.05,0.52,0.52,21,0,0,0,0,R,C,1997-01-18,1997,Olten,--,CHE,CHE,69,177,2015,4,102,20162017,2016,N,192,28,32,60
Philippe Myers,D,1997-01-25,0,142,7,26,33,66,0:27,16:58,2.7,15,32,-17,0.37,0.8,-0.42,32,0,0,0,0,R,D,1997-01-25,1997,Moncton,NB,CAN,CAN,77,210,--,--,--,20182019,2018,N,142,7,26,33
David Kase,R,1997-01-28,0,7,1,0,1,0,0:00,9:56,0,1,0,1,0.86,0,0.86,0,0,0,0,0,L,R,1997-01-28,1997,Kadan,--,CZE,CZE,71,169,2015,5,128,20192020,2019,N,7,1,0,1
Jack Roslovic,C,1997-01-29,0,293,50,83,133,40,0:08,13:09,1,37,20,17,0.58,0.31,0.26,20,0,0,0,0,R,C,1997-01-29,1997,Columbus,OH,USA,USA,73,193,2015,1,25,20162017,2016,N,293,50,83,133
Joel Eriksson Ek,C,1997-01-29,0,325,62,69,131,112,0:20,15:09,2.3,86,55,31,1.05,0.67,0.38,55,0,0,0,0,L,C,1997-01-29,1997,Karlstad,--,SWE,SWE,75,207,2015,1,20,20162017,2016,N,325,62,69,131
Thomas Chabot,D,1997-01-30,0,309,41,143,184,150,0:29,23:56,2,55,74,-19,0.45,0.6,-0.15,74,0,0,0,0,L,D,1997-01-30,1997,Sainte-Marie,QC,CAN,CAN,74,196,2015,1,18,20162017,2016,N,309,41,143,184
Mitchell Stephens,C,1997-02-05,0,61,3,8,11,14,0:13,10:57,2.1,5,7,-2,0.45,0.63,-0.18,7,0,0,0,0,R,C,1997-02-05,1997,Peterborough,ON,CAN,CAN,71,190,2015,2,33,20192020,2019,N,61,3,8,11
Otto Leskinen,D,1997-02-06,0,6,0,0,0,0,0:00,11:18,0,0,0,0,0,0,0,0,0,0,0,0,L,D,1997-02-06,1997,Pieksämäki,--,FIN,FIN,71,187,--,--,--,20192020,2019,N,6,0,0,0
Austin Strand,D,1997-02-17,0,21,0,3,3,8,0:22,14:23,2.7,2,4,-2,0.4,0.79,-0.4,4,0,0,0,0,R,D,1997-02-17,1997,Calgary,AB,CAN,CAN,75,215,--,--,--,20202021,2020,N,21,0,3,3
Jakub Zboril,D,1997-02-21,0,54,0,12,12,22,0:24,16:34,2.5,8,11,-3,0.54,0.74,-0.2,11,0,0,0,0,L,D,1997-02-21,1997,Brno,--,CZE,CZE,73,191,2015,1,13,20182019,2018,N,54,0,12,12
Alexandre Fortin,L,1997-02-25,0,24,3,3,6,2,0:05,10:35,0.8,5,1,4,1.18,0.24,0.94,1,0,0,0,0,L,L,1997-02-25,1997,Blainville,QC,CAN,CAN,72,184,--,--,--,20182019,2018,N,24,3,3,6
Brock Boeser,R,1997-02-25,0,314,117,131,248,86,0:16,18:33,1.5,43,41,2,0.44,0.42,0.02,41,0,0,0,0,R,R,1997-02-25,1997,Burnsville,MN,USA,USA,73,208,2015,1,23,20162017,2016,N,315,117,131,248
George Horne,R,1904-06-27,0,54,9,3,12,34,0:37,--,--,--,17,--,--,--,--,17,0,0,0,0,R,R,1904-06-27,1904,Sudbury,ON,CAN,CAN,66,165,--,--,--,19251926,1925,N,54,9,3,12
Dylan Strome,C,1997-03-07,0,257,64,97,161,84,0:19,15:45,2.1,36,41,-5,0.53,0.61,-0.07,41,0,0,0,0,L,C,1997-03-07,1997,Mississauga,ON,CAN,CAN,75,200,2015,1,3,20162017,2016,N,258,64,99,163
Jonathan Davidsson,R,1997-03-12,0,6,0,1,1,0,0:00,5:31,0,0,0,0,0,0,0,0,0,0,0,0,R,R,1997-03-12,1997,Tyreso,--,SWE,SWE,71,185,2017,6,170,20192020,2019,N,6,0,1,1
Daniel Sprong,R,1997-03-17,0,188,42,24,66,30,0:09,11:58,1.3,20,15,5,0.53,0.4,0.13,15,0,0,0,0,R,R,1997-03-17,1997,Amsterdam,--,NLD,NLD,72,193,2015,2,46,20152016,2015,N,189,43,24,67
Jayden Halbgewachs,L,1997-03-22,0,3,0,1,1,4,1:20,13:05,10.2,0,2,-2,0,3.05,-3.05,2,0,0,0,0,L,L,1997-03-22,1997,Regina,SK,CAN,CAN,68,160,--,--,--,20212022,2021,N,3,0,1,1
Glenn Gawdin,C,1997-03-25,0,9,0,1,1,2,0:13,7:26,3,1,1,0,0.9,0.9,0,1,0,0,0,0,R,C,1997-03-25,1997,Richmond,BC,CAN,CAN,73,191,2015,4,116,20202021,2020,N,9,0,1,1
Noah Juulsen,D,1997-04-02,0,56,2,8,10,10,0:10,17:20,1,5,5,0,0.31,0.31,0,5,0,0,0,0,R,D,1997-04-02,1997,Surrey,BC,CAN,CAN,74,201,2015,1,26,20172018,2017,N,56,2,8,10
Rem Pitlick,C,1997-04-02,0,61,13,19,32,26,0:25,13:40,3.1,6,13,-7,0.43,0.94,-0.5,13,0,0,0,0,L,C,1997-04-02,1997,Ottawa,ON,CAN,CAN,71,196,2016,3,76,20182019,2018,N,61,13,19,32
Rudolfs Balcers,L,1997-04-08,0,136,22,30,52,40,0:17,13:57,2.1,11,19,-8,0.35,0.6,-0.25,19,0,0,0,0,L,L,1997-04-08,1997,Liepaja,--,LVA,LVA,71,182,2015,5,142,20182019,2018,N,136,22,30,52
Wyatt Kalynuk,D,1997-04-14,0,26,4,5,9,6,0:13,15:26,1.5,0,3,-3,0,0.45,-0.45,3,0,0,0,0,L,D,1997-04-14,1997,Brandon,MB,CAN,CAN,73,180,2017,7,196,20202021,2020,N,26,4,5,9
Kirill Kaprizov,L,1997-04-26,0,118,63,69,132,42,0:21,18:39,1.9,58,21,37,1.58,0.57,1.01,21,0,0,0,0,L,L,1997-04-26,1997,Novokuznetsk,--,RUS,RUS,70,202,2015,5,135,20202021,2020,N,118,63,69,132
Thomas Novak,C,1997-04-28,0,27,1,6,7,2,0:04,11:47,0.6,3,1,2,0.57,0.19,0.38,1,0,0,0,0,L,C,1997-04-28,1997,St. Paul,MN,USA,USA,73,179,2015,3,85,20212022,2021,N,27,1,6,7
Jacob Larsson,D,1997-04-29,0,165,3,21,24,46,0:16,16:45,1.7,6,23,-17,0.13,0.5,-0.37,23,0,0,0,0,L,D,1997-04-29,1997,Ljungby,--,SWE,SWE,74,190,2015,1,27,20162017,2016,N,165,3,21,24
Colton White,D,1997-05-03,0,36,0,4,4,14,0:23,13:20,2.9,2,7,-5,0.25,0.87,-0.62,7,0,0,0,0,L,D,1997-05-03,1997,London,ON,CAN,CAN,73,187,2015,4,97,20182019,2018,N,36,0,4,4
Mitchell Marner,R,1997-05-05,0,411,130,302,432,132,0:19,19:18,1.7,96,64,32,0.73,0.48,0.24,64,0,0,0,0,R,R,1997-05-05,1997,Markham,ON,CAN,CAN,72,172,2015,1,4,20162017,2016,N,411,130,302,432
Jack Ahcan,D,1997-05-18,0,8,1,0,1,0,0:00,16:59,0,2,0,2,0.88,0,0.88,0,0,0,0,0,L,D,1997-05-18,1997,Savage,MN,USA,USA,69,180,--,--,--,20202021,2020,N,8,1,0,1
Oliver Kylington,D,1997-05-19,0,157,13,30,43,38,0:14,15:11,1.6,18,19,-1,0.45,0.48,-0.03,19,0,0,0,0,L,D,1997-05-19,1997,Stockholm,--,SWE,SWE,72,183,2015,2,60,20152016,2015,N,157,13,30,43
Alex Barré-Boulet,C,1997-05-21,0,31,6,3,9,4,0:07,13:03,1,4,2,2,0.59,0.3,0.3,2,0,0,0,0,L,C,1997-05-21,1997,Montmagny,QC,CAN,CAN,70,180,--,--,--,20202021,2020,N,31,6,3,9
Nick Merkley,R,1997-05-23,0,41,4,11,15,11,0:16,11:44,2.3,10,4,6,1.25,0.5,0.75,3,1,0,0,0,R,R,1997-05-23,1997,Calgary,AB,CAN,CAN,70,195,2015,1,30,20172018,2017,N,41,4,11,15
Brennan Menell,D,1997-05-24,0,5,0,0,0,2,0:24,13:59,2.9,1,1,0,0.86,0.86,0,1,0,0,0,0,R,D,1997-05-24,1997,Woodbury,MN,USA,USA,71,183,--,--,--,20192020,2019,N,5,0,0,0
Mathew Barzal,C,1997-05-26,0,344,88,206,294,188,0:32,18:24,3,137,87,50,1.3,0.82,0.47,86,0,0,1,0,R,C,1997-05-26,1997,Coquitlam,BC,CAN,CAN,73,187,2015,1,16,20162017,2016,N,344,88,206,294
Tanner Laczynski,C,1997-06-01,0,5,0,0,0,0,0:00,9:58,0,0,0,0,0,0,0,0,0,0,0,0,R,C,1997-06-01,1997,Minooka,IL,USA,USA,73,190,2016,6,169,20202021,2020,N,5,0,0,0
Filip Chlapik,C,1997-06-03,0,57,5,6,11,18,0:18,9:38,3.3,4,9,-5,0.44,0.98,-0.55,9,0,0,0,0,L,C,1997-06-03,1997,Prague,--,CZE,CZE,74,194,2015,2,48,20172018,2017,N,57,5,6,11
Caleb Jones,D,1997-06-06,0,134,9,23,32,34,0:15,15:27,1.6,19,17,2,0.55,0.49,0.06,17,0,0,0,0,L,D,1997-06-06,1997,Arlington,TX,USA,USA,73,194,2015,4,117,20182019,2018,N,135,9,23,32
Calvin Thurkauf,C,1997-06-27,0,3,0,0,0,0,0:00,8:15,0,0,0,0,0,0,0,0,0,0,0,0,L,C,1997-06-27,1997,Zug,--,CHE,CHE,74,204,2016,7,185,20192020,2019,N,3,0,0,0
Danil Yurtaykin,L,1997-07-01,0,4,0,0,0,0,0:00,13:00,0,2,0,2,2.31,0,2.31,0,0,0,0,0,R,L,1997-07-01,1997,Belovo,--,RUS,RUS,71,165,--,--,--,20192020,2019,N,4,0,0,0
Yanick Dupre,L,1972-11-20,0,35,2,0,2,16,0:27,--,--,--,8,--,--,--,--,8,0,0,0,0,L,L,1972-11-20,1972,Montreal,QC,CAN,CAN,72,189,1991,3,50,19911992,1991,N,35,2,0,2
Lucas Carlsson,D,1997-07-05,0,53,3,8,11,12,0:13,12:45,1.8,0,6,-6,0,0.53,-0.53,6,0,0,0,0,L,D,1997-07-05,1997,Gävle,--,SWE,SWE,72,189,2016,4,110,20192020,2019,N,53,3,8,11
Kasper Bjorkqvist,R,1997-07-10,0,6,1,0,1,2,0:20,8:22,4,0,1,-1,0,1.19,-1.19,1,0,0,0,0,L,R,1997-07-10,1997,Espoo,--,FIN,FIN,73,198,2016,2,61,20212022,2021,N,6,1,0,1
Daniil Miromanov,D,1997-07-11,0,11,0,1,1,2,0:10,9:47,1.9,2,1,1,1.12,0.56,0.56,1,0,0,0,0,R,D,1997-07-11,1997,Moscow,--,RUS,RUS,76,202,--,--,--,20212022,2021,N,11,0,1,1
Johnathan Kovacevic,D,1997-07-12,0,4,0,0,0,2,0:30,10:48,4.6,0,1,-1,0,1.39,-1.39,1,0,0,0,0,R,D,1997-07-12,1997,Niagara Falls,ON,CAN,CAN,76,208,2017,3,74,20212022,2021,N,4,0,0,0
Alexander True,C,1997-07-17,0,27,0,5,5,10,0:22,9:28,3.9,4,5,-1,0.94,1.17,-0.23,5,0,0,0,0,L,C,1997-07-17,1997,Copenhagen,--,DNK,DNK,77,200,--,--,--,20192020,2019,N,27,0,5,5
Guillaume Brisebois,D,1997-07-21,0,10,0,0,0,0,0:00,10:22,0,0,0,0,0,0,0,0,0,0,0,0,L,D,1997-07-21,1997,Longueuil,QC,CAN,CAN,74,175,2015,3,66,20182019,2018,N,10,0,0,0
Sebastian Aho,C,1997-07-26,0,428,173,211,384,170,0:23,18:45,2.1,119,85,34,0.89,0.64,0.25,85,0,0,0,0,L,C,1997-07-26,1997,Rauma,--,FIN,FIN,72,176,2015,2,35,20162017,2016,N,429,174,211,385
Sebastian Aho,D,1997-07-26,0,52,2,13,15,16,0:18,16:29,1.9,11,8,3,0.77,0.56,0.21,8,0,0,0,0,L,C,1997-07-26,1997,Rauma,--,FIN,FIN,72,176,2015,2,35,20162017,2016,N,429,174,211,385
Brendan Guhle,D,1997-07-29,0,65,4,10,14,24,0:22,16:50,2.2,6,12,-6,0.33,0.66,-0.33,12,0,0,0,0,L,D,1997-07-29,1997,Edmonton,AB,CAN,CAN,74,197,2015,2,51,20162017,2016,N,65,4,10,14
Alexander Volkov,R,1997-08-02,0,46,7,7,14,12,0:15,11:22,2.3,4,6,-2,0.46,0.69,-0.23,6,0,0,0,0,L,R,1997-08-02,1997,Moscow,--,RUS,RUS,73,195,2017,2,48,20192020,2019,N,46,7,7,14
Lane Pederson,C,1997-08-04,0,42,1,4,5,12,0:17,10:43,2.7,4,6,-2,0.53,0.8,-0.27,6,0,0,0,0,R,C,1997-08-04,1997,Saskatoon,SK,CAN,CAN,72,192,--,--,--,20202021,2020,N,42,1,4,5
Henrik Borgstrom,C,1997-08-06,0,102,13,13,26,26,0:15,11:35,2.2,7,12,-5,0.36,0.61,-0.25,12,0,0,0,0,L,C,1997-08-06,1997,Helsinki,--,FIN,FIN,75,199,2016,1,23,20172018,2017,N,103,13,13,26
Kyle Capobianco,D,1997-08-13,0,43,3,3,6,24,0:33,15:18,3.7,4,11,-7,0.36,1,-0.64,11,0,0,0,0,L,D,1997-08-13,1997,Mississauga,ON,CAN,CAN,73,199,2015,3,63,20172018,2017,N,44,3,3,6
Chase Pearson,C,1997-08-23,0,1,0,0,0,0,0:00,7:40,0,0,0,0,0,0,0,0,0,0,0,0,L,C,1997-08-23,1997,Cornwall,ON,CAN,CAN,75,202,2015,5,140,20212022,2021,N,1,0,0,0
Jack Leswick,C,1910-01-01,0,37,1,7,8,16,0:25,--,--,--,8,--,--,--,--,8,0,0,0,0,R,C,1910-01-01,1910,Saskatoon,SK,CAN,CAN,66,155,--,--,--,19331934,1933,N,37,1,7,8
Troy Terry,R,1997-09-10,0,190,45,56,101,46,0:14,15:27,1.6,62,22,40,1.27,0.45,0.82,22,0,0,0,0,R,R,1997-09-10,1997,Denver,CO,USA,USA,72,185,2015,5,148,20172018,2017,N,190,45,56,101
Auston Matthews,C,1997-09-17,0,394,247,187,434,70,0:10,19:24,0.9,91,34,57,0.71,0.27,0.45,34,0,0,0,0,L,C,1997-09-17,1997,San Ramon,CA,USA,USA,75,205,2016,1,1,20162017,2016,N,394,247,187,434
Jackson Cates,C,1997-09-26,0,15,1,1,2,0,0:00,9:29,0,1,0,1,0.42,0,0.42,0,0,0,0,0,L,C,1997-09-26,1997,Stillwater,MN,USA,USA,72,190,--,--,--,20202021,2020,N,15,1,1,2
Joona Luoto,L,1997-09-26,0,16,0,0,0,2,0:07,6:35,1.9,0,1,-1,0,0.57,-0.57,1,0,0,0,0,L,L,1997-09-26,1997,Tampere,--,FIN,FIN,75,192,--,--,--,20192020,2019,N,16,0,0,0
Wade Allison,R,1997-10-14,0,15,4,3,7,4,0:16,12:37,2.1,1,2,-1,0.32,0.63,-0.32,2,0,0,0,0,R,R,1997-10-14,1997,Carman,MB,CAN,CAN,74,205,2016,2,52,20202021,2020,N,15,4,3,7
Julien Gauthier,R,1997-10-15,0,93,5,13,18,26,0:16,9:42,2.9,19,12,7,1.26,0.8,0.46,12,0,0,0,0,R,R,1997-10-15,1997,Pointe-aux-Trembles,QC,CAN,CAN,76,227,2016,1,21,20192020,2019,N,93,5,13,18
Arttu Ruotsalainen,C,1997-10-29,0,35,7,3,10,14,0:24,12:54,3.1,4,7,-3,0.53,0.93,-0.4,7,0,0,0,0,L,C,1997-10-29,1997,Oulu,--,FIN,FIN,69,187,--,--,--,20202021,2020,N,35,7,3,10
Maxime Lajoie,D,1997-11-05,0,67,7,8,15,20,0:17,17:26,1.7,4,10,-6,0.21,0.51,-0.31,10,0,0,0,0,L,D,1997-11-05,1997,Quebec City,QC,CAN,CAN,73,196,2016,5,133,20182019,2018,N,67,7,8,15
Brandon Gignac,C,1997-11-07,0,1,0,0,0,0,0:00,9:04,0,0,0,0,0,0,0,0,0,0,0,0,L,C,1997-11-07,1997,Repentigny,QC,CAN,CAN,71,170,2016,3,80,20182019,2018,N,1,0,0,0
Lucas Johansen,D,1997-11-16,0,1,0,1,1,0,0:00,12:18,0,0,0,0,0,0,0,0,0,0,0,0,L,D,1997-11-16,1997,Vancouver,BC,CAN,CAN,74,176,2016,1,28,20212022,2021,N,1,0,1,1
Jacob Bryson,D,1997-11-18,0,95,2,16,18,22,0:13,19:12,1.2,13,11,2,0.43,0.36,0.07,11,0,0,0,0,L,D,1997-11-18,1997,London,ON,CAN,CAN,69,175,2017,4,99,20202021,2020,N,96,2,16,18
Walker Duehr,R,1997-11-23,0,1,0,0,0,0,0:00,8:47,0,0,0,0,0,0,0,0,0,0,0,0,R,R,1997-11-23,1997,Sioux Falls,SD,USA,USA,74,210,--,--,--,20212022,2021,N,1,0,0,0
Brinson Pasichnuk,D,1997-11-24,0,4,0,0,0,2,0:30,11:36,4.3,0,1,-1,0,1.29,-1.29,1,0,0,0,0,L,D,1997-11-24,1997,Bonnyville,AB,CAN,CAN,72,205,--,--,--,20202021,2020,N,4,0,0,0
Carl Grundstrom,R,1997-12-01,0,118,18,14,32,46,0:23,12:15,3.2,16,23,-7,0.66,0.95,-0.29,23,0,0,0,0,L,R,1997-12-01,1997,Umea,--,SWE,SWE,72,195,2016,2,57,20182019,2018,N,119,18,14,32
Rasmus Asplund,C,1997-12-03,0,121,14,23,37,14,0:06,13:21,0.9,10,7,3,0.37,0.26,0.11,7,0,0,0,0,L,C,1997-12-03,1997,Filipstad,--,SWE,SWE,71,189,2016,2,33,20192020,2019,N,122,14,23,37
Kristians Rubins,D,1997-12-11,0,3,0,0,0,4,1:20,11:45,11.4,0,2,-2,0,3.4,-3.4,2,0,0,0,0,L,D,1997-12-11,1997,Jurmala,--,LVA,LVA,77,227,--,--,--,20212022,2021,N,3,0,0,0
Blake Lizotte,C,1997-12-13,0,168,17,35,52,64,0:22,12:52,3,45,32,13,1.25,0.89,0.36,32,0,0,0,0,L,C,1997-12-13,1997,Lindstrom,MN,USA,USA,69,170,--,--,--,20182019,2018,N,168,17,35,52
Jonathan Dahlen,C,1997-12-20,0,52,12,10,22,10,0:11,14:19,1.3,4,5,-1,0.32,0.4,-0.08,5,0,0,0,0,L,C,1997-12-20,1997,Ostersund,--,SWE,SWE,71,180,2016,2,42,20212022,2021,N,52,12,10,22
Frederic Allard,D,1997-12-27,0,1,0,0,0,0,0:00,16:59,0,0,0,0,0,0,0,0,0,0,0,0,R,D,1997-12-27,1997,St. Sauveur,QC,CAN,CAN,73,179,2016,3,78,20202021,2020,N,1,0,0,0
Sean Day,D,1998-01-09,0,2,0,0,0,0,0:00,10:42,0,1,0,1,2.8,0,2.8,0,0,0,0,0,L,D,1998-01-09,1998,Leuven,--,BEL,CAN,75,218,2016,3,81,20212022,2021,N,2,0,0,0
Jasper Weatherby,C,1998-01-22,0,45,4,6,10,16,0:21,11:30,3.1,4,8,-4,0.46,0.93,-0.46,8,0,0,0,0,L,C,1998-01-22,1998,Portland,OR,USA,USA,76,222,2018,4,102,20212022,2021,N,45,4,6,10
Roman Lyashenko,C,1979-05-02,0,139,14,9,23,55,0:23,9:56,4,--,22,--,--,--,--,20,1,0,0,1,R,C,1979-05-02,1979,Murmansk,--,RUS,RUS,72,196,1997,2,52,19992000,1999,N,139,14,9,23
Sam Steel,C,1998-02-03,0,184,24,38,62,50,0:16,14:20,1.9,27,24,3,0.61,0.55,0.07,24,0,0,0,0,L,C,1998-02-03,1998,Ardrossan,AB,CAN,CAN,71,184,2016,1,30,20182019,2018,N,184,24,38,62
Libor Hajek,D,1998-02-04,0,93,3,8,11,36,0:23,15:06,2.6,12,17,-5,0.51,0.73,-0.21,17,0,0,0,0,L,D,1998-02-04,1998,Smrcek,--,CZE,CZE,75,206,2016,2,37,20182019,2018,N,93,3,8,11
Axel Jonsson-Fjallby,L,1998-02-10,0,20,1,2,3,2,0:06,11:13,0.9,4,1,3,1.07,0.27,0.8,1,0,0,0,0,L,L,1998-02-10,1998,Stockholm,--,SWE,SWE,73,189,2016,5,147,20212022,2021,N,21,1,2,3
Keaton Middleton,D,1998-02-10,0,3,0,0,0,4,1:20,9:18,14.3,0,2,-2,0,4.3,-4.3,2,0,0,0,0,L,D,1998-02-10,1998,Edmonton,AB,CAN,CAN,78,240,2016,4,101,20202021,2020,N,3,0,0,0
Dennis Cholowski,D,1998-02-15,0,111,10,18,28,28,0:15,17:55,1.4,6,14,-8,0.18,0.42,-0.24,14,0,0,0,0,L,D,1998-02-15,1998,Langley,BC,CAN,CAN,74,197,2016,1,20,20182019,2018,N,111,10,18,28
Adam Fox,D,1998-02-17,0,188,23,130,153,64,0:20,22:20,1.5,27,32,-5,0.39,0.46,-0.07,32,0,0,0,0,R,D,1998-02-17,1998,Jericho,NY,USA,USA,71,183,2016,3,66,20192020,2019,N,188,23,130,153
Taylor Raddysh,R,1998-02-18,0,58,7,9,16,8,0:08,11:28,1.2,5,3,2,0.45,0.27,0.18,3,0,0,0,0,R,R,1998-02-18,1998,Caledon,ON,CAN,CAN,75,198,2016,2,58,20212022,2021,N,59,7,10,17
Dylan Coghlan,D,1998-02-19,0,82,6,13,19,20,0:14,14:24,1.7,7,10,-3,0.36,0.51,-0.15,10,0,0,0,0,R,D,1998-02-19,1998,Duncan,BC,CAN,CAN,74,208,--,--,--,20202021,2020,N,82,6,13,19
Tarmo Reunanen,D,1998-03-01,0,4,0,1,1,0,0:00,13:16,0,0,0,0,0,0,0,0,0,0,0,0,L,D,1998-03-01,1998,Aanekoski,--,FIN,FIN,72,185,2016,4,98,20202021,2020,N,4,0,1,1
Alex Nylander,L,1998-03-02,0,84,13,19,32,14,0:10,12:10,1.4,16,7,9,0.94,0.41,0.53,7,0,0,0,0,R,L,1998-03-02,1998,Calgary,AB,CAN,CAN,73,192,2016,1,8,20162017,2016,N,84,13,19,32
Logan Brown,C,1998-03-05,0,55,4,12,16,10,0:10,10:49,1.7,6,5,1,0.61,0.5,0.1,5,0,0,0,0,L,C,1998-03-05,1998,Raleigh,NC,USA,USA,78,218,2016,1,11,20172018,2017,N,55,4,12,16
Oskar Steen,C,1998-03-09,0,22,2,4,6,8,0:21,11:15,3.2,4,4,0,0.97,0.97,0,4,0,0,0,0,R,C,1998-03-09,1998,Karlstad,--,SWE,SWE,69,199,2016,6,165,20202021,2020,N,22,2,4,6
Brandon Biro,L,1998-03-11,0,1,0,0,0,0,0:00,13:30,0,0,0,0,0,0,0,0,0,0,0,0,L,L,1998-03-11,1998,Sherwood Park,AB,CAN,CAN,71,170,--,--,--,20212022,2021,N,1,0,0,0
Mikhail Maltsev,L,1998-03-12,0,51,6,3,9,6,0:07,10:15,1.2,9,3,6,1.03,0.34,0.69,3,0,0,0,0,L,L,1998-03-12,1998,St. Petersburg,--,RUS,RUS,75,198,2016,4,102,20202021,2020,N,51,6,3,9
Tyson Jost,C,1998-03-14,0,327,45,59,104,116,0:21,13:27,2.6,99,57,42,1.35,0.78,0.57,57,0,0,0,0,L,C,1998-03-14,1998,St. Albert,AB,CAN,CAN,71,187,2016,1,10,20162017,2016,N,327,45,59,104
Tyler Benson,L,1998-03-15,0,36,1,2,3,18,0:30,8:53,5.6,4,5,-1,0.75,0.94,-0.19,4,0,0,1,0,L,L,1998-03-15,1998,Edmonton,AB,CAN,CAN,72,190,2016,2,32,20192020,2019,N,36,1,2,3
Justin Richards,C,1998-03-17,0,1,0,1,1,0,0:00,10:11,0,0,0,0,0,0,0,0,0,0,0,0,R,C,1998-03-17,1998,Orlando,FL,USA,USA,71,190,--,--,--,20202021,2020,N,1,0,1,1
Ben Gleason,D,1998-03-25,0,4,0,1,1,0,0:00,14:52,0,1,0,1,1.01,0,1.01,0,0,0,0,0,L,D,1998-03-25,1998,Ortonville,MI,USA,USA,73,185,--,--,--,20182019,2018,N,4,0,1,1
Matthew Phillips,C,1998-04-06,0,1,0,0,0,0,0:00,14:19,0,0,0,0,0,0,0,0,0,0,0,0,R,C,1998-04-06,1998,Calgary,AB,CAN,CAN,67,140,2016,6,166,20202021,2020,N,1,0,0,0
Riley Tufte,L,1998-04-10,0,10,1,0,1,4,0:24,7:11,5.6,1,2,-1,0.83,1.67,-0.83,2,0,0,0,0,L,L,1998-04-10,1998,Coon Rapids,MN,USA,USA,78,220,2016,1,25,20212022,2021,N,10,1,0,1
Garrett Pilon,C,1998-04-13,0,3,1,0,1,0,0:00,9:49,0,0,0,0,0,0,0,0,0,0,0,0,R,C,1998-04-13,1998,Mineola,NY,USA,CAN,72,191,2016,3,87,20202021,2020,N,3,1,0,1
Matt Kiersted,D,1998-04-14,0,15,1,1,2,2,0:08,14:01,1,2,1,1,0.57,0.29,0.29,1,0,0,0,0,L,D,1998-04-14,1998,Elk River,MN,USA,USA,72,181,--,--,--,20202021,2020,N,15,1,1,2
Tim Gettinger,L,1998-04-14,0,16,0,1,1,0,0:00,9:07,0,0,0,0,0,0,0,0,0,0,0,0,L,L,1998-04-14,1998,Cleveland,OH,USA,USA,78,220,2016,5,141,20182019,2018,N,16,0,1,1
Connor Bunnaman,C,1998-04-16,0,54,1,2,3,8,0:08,10:14,1.5,4,4,0,0.43,0.43,0,4,0,0,0,0,L,C,1998-04-16,1998,Guelph,ON,CAN,CAN,73,207,2016,4,109,20192020,2019,N,54,1,2,3
Jordan Kyrou,C,1998-05-05,0,159,41,68,109,42,0:15,14:10,1.9,38,20,18,1.01,0.53,0.48,20,0,0,0,0,R,C,1998-05-05,1998,Toronto,ON,CAN,CAN,73,196,2016,2,35,20182019,2018,N,160,41,68,109
Josh Mahura,D,1998-05-05,0,69,4,13,17,18,0:15,14:40,1.8,7,9,-2,0.42,0.53,-0.12,9,0,0,0,0,L,D,1998-05-05,1998,St. Albert,AB,CAN,CAN,72,185,2016,3,85,20182019,2018,N,69,4,13,17
Olli Juolevi,D,1998-05-05,0,38,2,1,3,4,0:06,13:10,0.8,2,2,0,0.24,0.24,0,2,0,0,0,0,L,D,1998-05-05,1998,Helsinki,--,FIN,FIN,74,182,2016,1,5,20202021,2020,N,38,2,1,3
Jesse Puljujarvi,R,1998-05-07,0,246,44,49,93,76,0:18,13:53,2.2,34,38,-4,0.6,0.67,-0.07,38,0,0,0,0,R,R,1998-05-07,1998,Alvkarleby,--,SWE,FIN,76,201,2016,1,4,20162017,2016,N,247,44,51,95
Vitaly Abramov,L,1998-05-08,0,5,1,0,1,2,0:24,8:58,4.5,0,1,-1,0,1.34,-1.34,1,0,0,0,0,L,L,1998-05-08,1998,Chelyabinsk,--,RUS,RUS,70,180,2016,3,65,20182019,2018,N,5,1,0,1
Janne Kuokkanen,C,1998-05-25,0,105,13,23,36,26,0:14,13:39,1.8,22,12,10,0.92,0.5,0.42,12,0,0,0,0,L,C,1998-05-25,1998,Oulunsalo,--,FIN,FIN,73,193,2016,2,43,20172018,2017,N,105,13,23,36
Kale Clague,D,1998-06-05,0,56,1,12,13,22,0:23,16:40,2.4,3,11,-8,0.19,0.71,-0.51,11,0,0,0,0,L,D,1998-06-05,1998,Regina,SK,CAN,CAN,72,190,2016,2,51,20192020,2019,N,56,1,12,13
